station	id	state	city	owner	website	station_info	subchannels	source	collection_date
KTAB	" ""KTAB News"""	TX	 Abilene	 Nexstar Media Group	https://www.bigcountryhomepage.com/	 Digital Full-Power - 2040 kW		stationindex	2023-05-17 12:50:01.701573
KTES-LP		TX	 Abilene	 Bluestone Television		 Low-Power - 52.7 kW		stationindex	2023-05-17 12:50:01.701573
KIDZ-LP		TX	 Abilene	 Sage Broadcasting		 Class-A - 12 kW		stationindex	2023-05-17 12:50:01.701573
KPAX		MT	 Missoula	 E. W. Scripps Company	https://www.kpax.com/	 Digital Full-Power - 22.5 kW	 8.1 KPAX/CBS, 8.2 CW	stationindex	2023-05-17 12:50:01.701573
KUFM	" ""Montana PBS"""	MT	 Missoula	 University of Montana	http://www.montanapbs.org/	 Digital Educational Full-Power - 9.06 kW		stationindex	2023-05-17 12:50:01.701573
KECI	" ""NBC 13"""	MT	 Missoula	 Bluestone Television	http://www.keci.com/	 Digital Full-Power - 229 kW		stationindex	2023-05-17 12:50:01.701573
KTMF	" ""ABC 23"""	MT	 Missoula	 Max Media	http://www.ktmf.com/	 Digital Full-Power - 1820 kW		stationindex	2023-05-17 12:50:01.701573
WDAM	" ""News 7"""	MS	 Laurel	 Raycom	http://www.wdam.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WHLT	" ""HLT 22"""	MS	 Hattiesburg	 Nexstar Media Group	http://whlt.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WDTV	" ""5 News"""	WV	 Weston	 Withers Broadcasting	http://www.wdtv.com/	 Digital Full-Power - 10 kW	 5.1 WDTV/CBS, 5.2 Accuweather	stationindex	2023-05-17 12:50:01.701573
WBOY	" ""12 News"""	WV	 Clarksburg	 West Virginia Media Holdings	http://www.wboy.com/	 Digital Full-Power - 12.25 kW	 12.1 WBOY/NBC, 12.2 ABC	stationindex	2023-05-17 12:50:01.701573
WNPB		WV	 Morgantown	 West Virginia Educational Broadcasting Authority	http://www.wvpubcast.org/	 Digital Full-Power - 615 kW	 33.1 WNPB/PBS, 33.2 PBS Create, 33.3 WVPBS HD	stationindex	2023-05-17 12:50:01.701573
WVFX	" ""Fox 46"""	WV	 Clarksburg	 Withers Broadcasting	http://www.wdtv.com/fox10.cfm	 Digital Full-Power - 30 kW	 46.1 WVFX/FOX, 46.2 CW	stationindex	2023-05-17 12:50:01.701573
WKTV	" ""NewsChannel 2"""	NY	 Utica	 Smith Media	http://www.wktv.com/	 Digital Full-Power - 34.7 kW		stationindex	2023-05-17 12:50:01.701573
WPNY-LP	" ""My WPNY TV"""	NY	 Utica	 Nexstar Media Group	https://www.cnyhomepage.com/	 Low-Power - 0.91 kW		stationindex	2023-05-17 12:50:01.701573
WUTR	" ""ABC 20"""	NY	 Utica	 Mission Broadcasting	http://www.utica.tv/	 Digital Full-Power - 1150 kW		stationindex	2023-05-17 12:50:01.701573
WFXV	" ""FOX 33"""	NY	 Utica	 Nexstar Media Group	https://www.cnyhomepage.com/	 Digital Full-Power - 851 kW		stationindex	2023-05-17 12:50:01.701573
KTVQ	" ""Q2"""	MT	 Billings	 E. W. Scripps Company	https://www.ktvq.com/	 Digital Full-Power - 26.1 kW		stationindex	2023-05-17 12:50:01.701573
KHMT	" ""FOX 4"""	MT	 Hardin	 Mission Broadcasting	http://www.khmt.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KSVI	" ""ABC 6"""	MT	 Billings	 Nexstar Media Group	https://www.yourbigsky.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KULR		MT	 Billings	 Max Media	http://www.kulr8.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WDIQ	" ""APT"""	AL	 Dozier	 Alabama Educational Television Commission	http://www.aptv.org/	 Digital Educational Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WTVY		AL	 Dothan	 Gray Television	http://www.wtvynews4.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WDHN		AL	 Dothan	 Nexstar Media Group	https://www.dothanfirst.com/	 Digital Full-Power - 1070 kW		stationindex	2023-05-17 12:50:01.701573
WDFX	" ""FOX 34"""	AL	 Ozark	 Raycom	http://www.wdfxfox34.com/	 Digital Full-Power - 1120 kW		stationindex	2023-05-17 12:50:01.701573
WGIQ	" ""APT"""	AL	 Louisville	 Alabama Educational Television Commission	http://www.aptv.org/	 Digital Educational Full-Power - 4180 kW		stationindex	2023-05-17 12:50:01.701573
WBBJ	" ""ABC 7"""	TN	 Jackson	 Tennessee Broadcasting Partners	http://www.wbbjtv.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WLJT		TN	 Lexington	 West Tennessee Public TV Council	http://www.utm.edu/organizations/wljt/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WJKT		TN	 Jackson	 Newport Television		 Digital Full-Power - 4680 kW		stationindex	2023-05-17 12:50:01.701573
WJMF-LP		MS	 Jackson	 Rainey Radio		 Low-Power - 120 kW		stationindex	2023-05-17 12:50:01.701573
WETM		NY	 Elmira	 Newport Television	http://www.wetmtv.com/	 Digital Full-Power - 603 kW		stationindex	2023-05-17 12:50:01.701573
WENY	" ""News Channel 36"""	NY	 Elmira	 Lilly Broadcasting	http://www.weny.com/	 Digital Full-Power - 468 kW		stationindex	2023-05-17 12:50:01.701573
WYDC		NY	 Corning		http://www.wydctv.com/	 Digital Full-Power - 12 kW		stationindex	2023-05-17 12:50:01.701573
KPLC		LA	 Lake Charles	 Raycom	http://www.kplctv.com/	 Digital Full-Power - 216 kW		stationindex	2023-05-17 12:50:01.701573
KLTL	" ""LPB"""	LA	 Lake Charles	 Louisiana Public Broadcasting	http://www.lpb.org/	 Digital Educational Full-Power - 1260 kW		stationindex	2023-05-17 12:50:01.701573
KVHP	" ""FOX 29"""	LA	 Lake Charles			 Digital Full-Power - 2510 kW		stationindex	2023-05-17 12:50:01.701573
WWNY	" ""7 News"""	NY	 Carthage	 United Communications	http://wwnytv.net/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WPBS		NY	 Watertown	 St. Lawrence Valley Educational Television Council	http://www.wpbstv.org/	 Digital Educational Full-Power - 617 kW		stationindex	2023-05-17 12:50:01.701573
WNYF-CA	" ""FOX 28"""	NY	 Watertown	 United Communications		 Class-A - 2.61 kW		stationindex	2023-05-17 12:50:01.701573
WWTI	" ""NewsWatch 50"""	NY	 Watertown	 Newport Television	http://www.newswatch50.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WHSV		VA	 Harrisonburg	 Gray Television	http://www.whsv.com/	 Digital Full-Power - 8.32 kW		stationindex	2023-05-17 12:50:01.701573
WVPY	" ""WVPT/PBS"""	VA	 Front Royal	 Shenandoah Valley Educational Television	http://www.wvpt.net/	 Digital Educational Full-Power - 141 kW		stationindex	2023-05-17 12:50:01.701573
WVPT		VA	 Staunton	 Shenandoah Valley Educational Television	http://www.wvpt.net/	 Digital Educational Full-Power - 525 kW		stationindex	2023-05-17 12:50:01.701573
KALB	" ""News Channel 5"""	LA	 Alexandria	 Nexstar Media Group	http://www.kalb.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KLPA	" ""LPB"""	LA	 Alexandria	 Louisiana Public Broadcasting	http://www.lpb.org/	 Digital Educational Full-Power - 2040 kW		stationindex	2023-05-17 12:50:01.701573
KWCE-LP	" ""RTN 27"""	LA	 Alexandria	 Pollack/Belz Broadcasting	http://www.kwce.tv/	 Low-Power - 12.3 kW		stationindex	2023-05-17 12:50:01.701573
KLAX	" ""ABC 31"""	LA	 Alexandria	 Pollack/Belz Broadcasting	http://www.klax-tv.com/	 Digital Full-Power - 1290 kW		stationindex	2023-05-17 12:50:01.701573
KBCA		LA	 Alexandria	 Dimension Broadcasting		 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WJMN	" ""CBS 3"""	MI	 Escanaba	 Liberty Media Corporation	http://www.wfrv.com/content/wjmn/default.aspx?zip=49855	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WBKP	" ""CW 5"""	MI	 Calumet	 Lake Superior Community Broadcasting/Stephen Marks	http://www.upcw5.com/	 Digital Full-Power - 6.4 kW	 5.1 CW/WBKP, 5.2 ABC 10	stationindex	2023-05-17 12:50:01.701573
WLUC		MI	 Marquette	 Barrington Broadcasting	http://www.wluctv6.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WDHS		MI	 Iron Mountain	 W. Russell Withers, Jr		 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WBUP	" ""ABC 10"""	MI	 Ishpeming	 Lake Superior Community Broadcasting/Stephen Marks	http://abc10up.com/	 Digital Full-Power - 4.8 kW	 10.1 WBUP/ABC, 10.2 CW 5	stationindex	2023-05-17 12:50:01.701573
WNMU	" ""Public TV 13"""	MI	 Marquette	 Northern Michigan University	http://www.nmu.edu/wnmutv/	 Digital Educational Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WZMQ	" ""My 19"""	MI	 Marquette	 MMMRC, LLC		 Digital Full-Power - 500 kW		stationindex	2023-05-17 12:50:01.701573
KAIT	" ""KAIT K8"""	AR	 Jonesboro	 Raycom	http://www.kait8.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KTEJ	" ""AETN"""	AR	 Jonesboro	 Arkansas Educational Television	http://www.aetn.org/	 Digital Educational Full-Power - 1230 kW		stationindex	2023-05-17 12:50:01.701573
KVTJ	" ""VTN"""	AR	 Jonesboro	 Agape Church	http://www.vtntv.com/	 Digital Full-Power - 1410 kW		stationindex	2023-05-17 12:50:01.701573
WCAV	" ""CBS 19"""	VA	 Charlottesville	 Gray Television	http://www.wcav.tv/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WVIR	" ""NBC 29"""	VA	 Charlottesville	 Virginia Broadcasting Corporation	http://www.nbc29.com/	 Digital Full-Power - 1000 kW		stationindex	2023-05-17 12:50:01.701573
WHTJ	" ""PBS / WCVE"""	VA	 Charlottesville	 Commonwealth Public Broadcasting	http://www.wcve.org/	 Digital Educational Full-Power - 251 kW		stationindex	2023-05-17 12:50:01.701573
KFQX	" ""FOX 4"""	CO	 Grand Junction	 Parker Broadcasting		 Digital Full-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KREX	" ""News Channel 5"""	CO	 Grand Junction	 Hoak Media	http://www.krextv.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KJCT	" ""KJCT 8"""	CO	 Grand Junction	 Pikes Peak Television	http://www.kjct8.com/	 Digital Full-Power - 120 kW		stationindex	2023-05-17 12:50:01.701573
KKCO	" ""11 News"""	CO	 Grand Junction	 Gray Television	http://www.nbc11news.com/	 Digital Full-Power - 155 kW		stationindex	2023-05-17 12:50:01.701573
KRMJ	" ""Rocky Mountain PBS"""	CO	 Grand Junction	 Rocky Mountain Public Broadcasting	http://www.rmpbs.org/	 Digital Educational Full-Power - 186 kW		stationindex	2023-05-17 12:50:01.701573
KKHD-LP		CO	 Grand Junction	 Pikes Peak Television		 Low-Power - 40 kW		stationindex	2023-05-17 12:50:01.701573
KGJT-LP	" ""My Network TV KGJT"""	CO	 Grand Junction	 Hoak Media		 Low-Power - 19.4 kW		stationindex	2023-05-17 12:50:01.701573
WTOK	" ""Newscenter WTOK"""	MS	 Meridian	 Gray Television	http://www.wtok.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
WMAW		MS	 Meridian	 Mississippi Authority for Educational TV	http://etv.state.ms.us/	 Digital Educational Full-Power - 582 kW		stationindex	2023-05-17 12:50:01.701573
WMDN		MS	 Meridian		http://www.wmdntv.com/	 Digital Full-Power - 724 kW		stationindex	2023-05-17 12:50:01.701573
WGBC	" ""WGBC NBC 30"""	MS	 Meridian		http://www.wgbctv.com/	 Digital Full-Power - 1580 kW		stationindex	2023-05-17 12:50:01.701573
WIIQ	" ""APT"""	AL	 Demopolis	 Alabama Educational Television	http://www.aptv.org/	 Digital Educational Full-Power - 1950 kW		stationindex	2023-05-17 12:50:01.701573
WLQP-LP	" ""ABC 18"""	OH	 Lima		http://www.abc18lima.com/	 Low-Power - 7.7 kW		stationindex	2023-05-17 12:50:01.701573
WOHL-CA	" ""Fox 25"""	OH	 Lima		http://www.foxlima.com/	 Class-A - 16.5 kW		stationindex	2023-05-17 12:50:01.701573
WLIO	" ""NBC Lima"""	OH	 Lima	 Lima Communications	http://www.wlio.com/	 Digital Full-Power - 661 kW		stationindex	2023-05-17 12:50:01.701573
WLMO-LP		OH	 Lima		http://www.cbslima.com/	 Low-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
WTLW		OH	 Lima		http://www.wtlw.com/	 Digital Full-Power - 912 kW		stationindex	2023-05-17 12:50:01.701573
WABG	" ""ABC 6"""	MS	 Greenwood	 Mississippi Broadcasting Partners	http://www.wabg.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
WXVT	" ""CBS 15"""	MS	 Greenville	 Saga Broadcasting	http://www.wxvt.com/	 Digital Full-Power - 2750 kW		stationindex	2023-05-17 12:50:01.701573
WMAO	" ""MPB"""	MS	 Greenwood	 Mississippi Public Broadcasting	http://www.mpbonline.org/	 Digital Educational Full-Power - 646 kW		stationindex	2023-05-17 12:50:01.701573
WMAI	" ""MPB"""	MS	 Cleveland	 Mississippi Public Broadcasting	http://www.mpbonline.org/	 Digital Educational Full-Power - 759 kW		stationindex	2023-05-17 12:50:01.701573
KGNS	" ""KGNS 8"""	TX	 Laredo	 Gray Television	http://www.kgns.tv/	 Digital Full-Power - 20 kW	 8.1 NBC, 8.2 ABC, 8.3 Telemundo	stationindex	2023-05-17 12:50:01.701573
KVTV	" ""CBS 13"""	TX	 Laredo	 Eagle Creek Broadcasting		 Digital Full-Power - 85.1 kW		stationindex	2023-05-17 12:50:01.701573
KLDO		TX	 Laredo	 Entravision		 Digital Full-Power - 3720 kW		stationindex	2023-05-17 12:50:01.701573
KETF-CA	" ""Unimas 31"""	TX	 Laredo	 Entravision	http://www.kldotv.com/	 Class-A - 15 kW	 31.1 Unimas, 31.2 Fox	stationindex	2023-05-17 12:50:01.701573
KXOF-CA	" ""FOX 39"""	TX	 Laredo	 Entravision	http://www.mylaredofox.com/	 Class-A - 32 kW		stationindex	2023-05-17 12:50:01.701573
KNEX-LP		TX	 Laredo	 BMP Radio		 Low-Power - 9.56 kW		stationindex	2023-05-17 12:50:01.701573
KLMV-LP	" ""Canal 68"""	TX	 Laredo	 J.B. Salazar	http://www.klmv68.com/	 Low-Power - 28.1 kW		stationindex	2023-05-17 12:50:01.701573
WLFI		IN	 Lafayette	 Allen Media Broadcasting	https://www.wlfi.com/	 Digital Full-Power - 30 kW	 18.1 CBS,  18.2 CW+,  18.3 Ion Television,  18.4 GetTV	stationindex	2023-05-17 12:50:01.701573
KXLF		MT	 Butte	 E. W. Scripps Company	https://www.kxlf.com/	 Digital Full-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KTVM	" ""NBC 6 42"""	MT	 Butte	 Bluestone Television	http://www.ktvm.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KBZK		MT	 Bozeman	 E. W. Scripps Company	https://www.kbzk.com/	 Digital Full-Power - 18.9 kW		stationindex	2023-05-17 12:50:01.701573
KUSM	" ""Montana PBS"""	MT	 Bozeman	 Montana State University	http://www.montanapbs.org/	 Digital Educational Full-Power - 3.39 kW		stationindex	2023-05-17 12:50:01.701573
KWYB	" ""ABC 18"""	MT	 Butte	 Max Media	http://www.kwyb.com/	 Digital Full-Power - 1780 kW		stationindex	2023-05-17 12:50:01.701573
KRTV		MT	 Great Falls	 E. W. Scripps Company	https://www.krtv.com/	 Digital Full-Power - 28.5 kW		stationindex	2023-05-17 12:50:01.701573
KFBB	" ""MNN ABC 5"""	MT	 Great Falls	 Max Media	http://www.kfbb.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KTGF		MT	 Great Falls	 Destiny Broadcasting	http://www.ktgf.com/	 Digital Full-Power - 2040 kW		stationindex	2023-05-17 12:50:01.701573
KBGF-LP	" ""NBC 6/50"""	MT	 Great Falls	 Beartooth	http://www.ktvh.com/	 Low-Power - 50 kW		stationindex	2023-05-17 12:50:01.701573
KBNZ-LD		OR	 Bend	 Central Oregon Cable Advertising	http://kbnztv.com/	 Digital Low-Power - 0.3 kW	 7.1 KBNZ/CBS	stationindex	2023-05-17 12:50:01.701573
KOAB	" ""OPB"""	OR	 Bend	 Oregon Public Broadcasting	http://www.opb.org/	 Digital Educational Full-Power - 90 kW	 11.1 OPB HD, 11.2 OPB Plus, 11.3 OPB Radio	stationindex	2023-05-17 12:50:01.701573
KTVZ		OR	 Bend	 NPG of Oregon	http://www.ktvz.com/	 Digital Full-Power - 250 kW		stationindex	2023-05-17 12:50:01.701573
KFXO-LD	" ""Fox Central Oregon"""	OR	 Bend	 News-Press & Gazette	http://www.ktvz.com/kfxo	 Digital Class-A - 15 kW	 39.1 KFXO/Fox	stationindex	2023-05-17 12:50:01.701573
KOHD	" ""KOHD ABC"""	OR	 Bend		http://www.kohd.com/	 Digital Full-Power - 84 kW	 51.1 KOHD/ABC	stationindex	2023-05-17 12:50:01.701573
KIDA		ID	 Sun Valley	 Marcia T. Turner / Turner Enterprises		 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KMVT		ID	 Twin Falls	 Neuhoff Family	http://www.kmvt.com/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KIPT	" ""Idaho PTV"""	ID	 Twin Falls	 State Board of Education, State of Idaho	http://www.idahoptv.org/	 Digital Educational Full-Power - 22.4 kW		stationindex	2023-05-17 12:50:01.701573
KBGH	" ""Idaho PTV"""	ID	 Filer	 College of Southern Idaho	http://idptv.state.id.us/	 Digital Educational Full-Power - 75.9 kW		stationindex	2023-05-17 12:50:01.701573
KXTF	" ""FOX 35"""	ID	 Twin Falls	 Falls Broadcasting		 Digital Full-Power - 95.5 kW	 35.1 KXTF/FOX	stationindex	2023-05-17 12:50:01.701573
KSAW-LP	" ""ABC 51"""	ID	 Twin Falls	 Journal Broadcast Group	http://www.ksawtv.com/	 Low-Power - 21.6 kW		stationindex	2023-05-17 12:50:01.701573
KYTL-LD		ID	 Twin Falls	 Christian Broadcasting of Idaho	https://cbitv.com/kytl17/	 Digital Low-Power - 15 kW		stationindex	2023-05-17 12:50:01.701573
KIEM		CA	 Eureka	 Pollack/Belz Broadcasting	http://www.kiem-tv.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KUVU-LP	" ""Eureka's CW"""	CA	 Eureka	 Sainte	http://yourcwtv.com/partners/eureka/	 Low-Power - 3 kW		stationindex	2023-05-17 12:50:01.701573
KEET		CA	 Eureka	 Redwood Empire Public Television	http://www.keet.org/	 Digital Educational Full-Power - 38.4 kW	 13.1 KEET/PBS HD, 13.2 PBS World	stationindex	2023-05-17 12:50:01.701573
KJRW	" ""CBS 17"""	CA	 Eureka	 Frontier Radio Management		 Digital Full-Power - 30 kW	 17.1 KVIQ/CBS	stationindex	2023-05-17 12:50:01.701573
KAEF		CA	 Arcata	 Bluestone Television	http://www.kaef.tv/	 Digital Full-Power - 45 kW		stationindex	2023-05-17 12:50:01.701573
KBVU	" ""FOX 28"""	CA	 Eureka	 Esteem Broadcasting	http://kcvufox20.com/	 Digital Full-Power - 50 kW	 28.1 KBVU/FOX, 28.2 KEMY-LP/My Network TV, 28.3 KEUV-LP/Univision	stationindex	2023-05-17 12:50:01.701573
KEUV-LP	" ""Univision 31"""	CA	 Eureka	 Sainte	http://eurekatelevision.tv/	 Low-Power - 40 kW		stationindex	2023-05-17 12:50:01.701573
KEMY-LP	" ""MY 33"""	CA	 Eureka	 Sainte	http://eurekatelevision.tv	 Low-Power - 40 kW		stationindex	2023-05-17 12:50:01.701573
KBVQ-LP		CA	 Eureka			 Low-Power - 50 kW		stationindex	2023-05-17 12:50:01.701573
KTWO	" ""K2"""	WY	 Casper	 Silverton Broadcasting	http://www.k2tv.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KCWC		WY	 Lander	 Central Wyoming College	http://www.wyoptv.org/	 Digital Educational Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KPTW		WY	 Casper	 Central Wyoming College		 Digital Educational Full-Power - 0.331 kW		stationindex	2023-05-17 12:50:01.701573
KCWY	" ""13 NBC"""	WY	 Casper	 Sweetwater Broadcasting	http://www.nbcforwyoming.com/	 Digital Full-Power - 7.7 kW		stationindex	2023-05-17 12:50:01.701573
KGWC	" ""KGWC CBS 14"""	WY	 Casper	 Mark III Media		 Digital Full-Power - 53.3 kW	 14.1 KGWC/CBS	stationindex	2023-05-17 12:50:01.701573
KFNB		WY	 Casper	 Wyomedia		 Digital Full-Power - 58.9 kW		stationindex	2023-05-17 12:50:01.701573
KGWN	" ""CBS 5"""	WY	 Cheyenne	 Gray Television	http://www.kgwn.tv/	 Digital Full-Power - 459 kW	 5.1 KGWN/CBS, 5.2 KCWY/NBC, 5.3 Cheyenne CW	stationindex	2023-05-17 12:50:01.701573
KCHY-LP	" ""NBC 13"""	WY	 Cheyenne	 Sunbelt Communications	http://www.nbcforwyoming.com/	 Low-Power - 3 kW		stationindex	2023-05-17 12:50:01.701573
KLWY		WY	 Cheyenne	 Wyomedia Corporation		 Digital Full-Power - 4270 kW		stationindex	2023-05-17 12:50:01.701573
KQCK	" ""CTN"""	WY	 Cheyenne	 Denver TV Licenses		 Digital Full-Power - 16 kW	 39.1 CTN (Christian Television Network), 39.2 CTNi, 39.3 CTN National, 39.4 LifeStyle Family TV	stationindex	2023-05-17 12:50:01.701573
KMAH-LP		WY	 Cheyenne	 Robert R. Rule		 Low-Power - 10.3 kW		stationindex	2023-05-17 12:50:01.701573
KDEV-LP		WY	 Cheyenne			 Low-Power - 10 kW		stationindex	2023-05-17 12:50:01.701573
KCHD-CA		WY	 Cheyenne	 Word of God Fellowship (Daystar)		 Class-A - 26.2 kW		stationindex	2023-05-17 12:50:01.701573
KKRR-LP		WY	 Cheyenne	 Robert R. Rule		 Low-Power - 10.3 kW		stationindex	2023-05-17 12:50:01.701573
K49AY		WY	 Cheyenne	 Echonet		 Low-Power - 9.7 kW		stationindex	2023-05-17 12:50:01.701573
KEYC	" ""CBS 12 KEYC"""	MN	 Mankato	 United Communcations Corporation	http://www.keyc.tv/	 Digital Full-Power - 316 kW		stationindex	2023-05-17 12:50:01.701573
KQTV	" ""KQ2"""	MO	 St. Joseph	 Nexstar Media Group	http://www.kq2.com/	 Digital Full-Power - 100 kW		stationindex	2023-05-17 12:50:01.701573
KTAJ		MO	 St. Joseph	 Trinity Broadcasting Network		 Digital Full-Power - 1000 kW	 16.1 KTAJ/TBN, 16.2 Church Channel, 16.3 JCTV, 16.4 Enlace USA, 16.5 Smile of a Child 	stationindex	2023-05-17 12:50:01.701573
KATN	" ""ABC 2"""	AK	 Fairbanks	 Smith Media	http://www.aksuperstation.com/	 Digital Full-Power - 28.2 kW		stationindex	2023-05-17 12:50:01.701573
KFXF	" ""FOX 7"""	AK	 Fairbanks	 Tanana Valley Television	http://www.tvtv.com/	 Digital Full-Power - 39.8 kW		stationindex	2023-05-17 12:50:01.701573
KUAC	" ""Alaska One"""	AK	 Fairbanks	 University of Alaska	http://www.alaskaone.org/	 Digital Educational Full-Power - 46.8 kW		stationindex	2023-05-17 12:50:01.701573
KTVF		AK	 Fairbanks	 Newport Television	http://www.webcenter11.com/	 Digital Full-Power - 50.1 kW		stationindex	2023-05-17 12:50:01.701573
K13XD	" ""CBS 13"""	AK	 Fairbanks	 Tanana Valley Television	http://www.tvtv.com/	 Class-A - 3 kW		stationindex	2023-05-17 12:50:01.701573
KDMD-LP		AK	 Fairbanks	 Ketchikan Television		 Low-Power - 28.4 kW		stationindex	2023-05-17 12:50:01.701573
